,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
117,0.198644924,0.028312021,0.000800276,0.000400138,0.001,"(25, 25)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 2}",0.211538462,0.165745856,0.222841226,0.134453782,0.194366197,0.185865331,0.0320557,180,0.211444522,0.163763066,0.216272601,0.159722222,0.183079057,0.186856294,0.023467947
118,0.496512651,0.066035512,0.001000357,3.16E-07,0.001,"(25, 25)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 5}",0.612637363,0.624309392,0.643454039,0.697478992,0.647887324,0.644963829,0.029114301,119,0.669923238,0.675958188,0.678720445,0.670833333,0.714285714,0.681944184,0.016493352
119,0.597935581,0.080914375,0.000600195,0.000490057,0.001,"(25, 25)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 10}",0.837912088,0.696132597,0.774373259,0.672268908,0.707042254,0.737896494,0.060721682,86,0.832519191,0.813240418,0.843532684,0.696527778,0.798196949,0.796803404,0.052510116
120,0.647549057,0.219678329,0.001000214,1.78E-07,0.001,"(25, 25)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 15}",0.096153846,0.729281768,0.754874652,0.773109244,0.783098592,0.625486923,0.267408949,128,0.105373343,0.806968641,0.844923505,0.839583333,0.838418863,0.687053537,0.291146426
121,0.778176641,0.0863077,0.001000166,1.51E-07,0.001,"(25, 25)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 20}",0.796703297,0.726519337,0.754874652,0.675070028,0.707042254,0.732331664,0.041538211,88,0.803210049,0.8,0.817802503,0.7375,0.79889043,0.791480596,0.027827373
122,0.756169558,0.204102601,0.001002312,3.58E-06,0.001,"(25, 25)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 25}",0.788461538,0.140883978,0.746518106,0.770308123,0.650704225,0.618809126,0.244667171,130,0.798325192,0.192334495,0.818497914,0.839583333,0.78779473,0.687307133,0.248120834
123,0.828588057,0.075686243,0.001000214,3.50E-07,0.001,"(25, 25)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 30}",0.766483516,0.770718232,0.760445682,0.837535014,0.746478873,0.776293823,0.031569469,63,0.7034194,0.839721254,0.840055633,0.815277778,0.850901526,0.809875118,0.05449189
124,0.822386789,0.187589169,0.000999975,9.54E-08,0.001,"(25, 25)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 35}",0.821428571,0.784530387,0.788300836,0.18487395,0.692957746,0.655537006,0.23818737,108,0.838101884,0.879442509,0.853268428,0.175694444,0.808599168,0.711021287,0.268643149
125,0.871998072,0.211144062,0.001000547,4.42E-07,0.001,"(25, 25)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 40}",0.824175824,0.76519337,0.108635097,0.80952381,0.690140845,0.639955481,0.26952024,122,0.821353803,0.852961672,0.098052851,0.85625,0.787101248,0.683143915,0.293613501
126,0.467306328,0.140871134,0.001200008,0.000400043,0.001,"(100, 25, 100)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 2}",0.39010989,0.259668508,0.253481894,0.277310924,0.385915493,0.313299944,0.061549424,164,0.344731333,0.339372822,0.253824757,0.292361111,0.386962552,0.323450515,0.045944465
127,0.680954695,0.157987395,0.001200151,0.000399971,0.001,"(100, 25, 100)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 5}",0.634615385,0.709944751,0.727019499,0.733893557,0.622535211,0.68558709,0.047304314,94,0.695045359,0.767944251,0.764951321,0.730555556,0.727461859,0.737191669,0.026949353
128,0.767173815,0.097875104,0.001400423,0.000490018,0.001,"(100, 25, 100)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 10}",0.818681319,0.784530387,0.799442897,0.803921569,0.8,0.801335559,0.01096509,33,0.812979763,0.858536585,0.883171071,0.795833333,0.860610264,0.842226203,0.032521184
129,0.786578655,0.139488452,0.001200294,0.000400019,0.001,"(100, 25, 100)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 15}",0.796703297,0.798342541,0.766016713,0.81512605,0.771830986,0.789649416,0.018125829,50,0.817166783,0.870383275,0.837969402,0.870138889,0.866851595,0.852501989,0.021431214
130,0.956817579,0.193790913,0.001400232,0.000489785,0.001,"(100, 25, 100)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 20}",0.793956044,0.781767956,0.799442897,0.859943978,0.774647887,0.801892042,0.030193927,31,0.808792742,0.831358885,0.863699583,0.861111111,0.878640777,0.84872062,0.02517449
131,0.814785194,0.12125915,0.001200008,0.000400281,0.001,"(100, 25, 100)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 25}",0.824175824,0.751381215,0.805013928,0.834733894,0.78028169,0.799109627,0.030253674,36,0.836706211,0.806968641,0.824756606,0.873611111,0.880721221,0.844552758,0.028349841
132,0.915807581,0.061102465,0.001400328,0.000489901,0.001,"(100, 25, 100)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 30}",0.766483516,0.776243094,0.807799443,0.759103641,0.763380282,0.774624374,0.017511639,65,0.829030007,0.863414634,0.846314325,0.817361111,0.843966713,0.840017358,0.015727105
